"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-YCR082W",10442.9235652818,-1.31982618925475,0.212415679319988,-6.21341227483745,5.18461826151838e-10,7.58566189260671e-09
"gene-YOR147W",5120.17875921702,-1.45162475146738,0.23379094597091,-6.20907172191349,5.32984950261136e-10,7.78009976006186e-09
"gene-YML091C",10000.3410015625,-1.5133500529401,0.243909296989279,-6.2045607593491,5.48498796595305e-10,7.98806792454964e-09
"gene-YML130C",17824.5719171907,2.09503614966417,0.337870458582244,6.20070827871506,5.62096180717548e-10,8.16723160277617e-09
"gene-YFR015C",50870.7972336633,-1.34206667546398,0.216471402672609,-6.19974120782003,5.65560787134593e-10,8.19868120384079e-09
"gene-YKR060W",1481.89959011435,1.76993759580151,0.28559527977192,6.19736291585421,5.74170078753321e-10,8.30439568031753e-09
"gene-YDL004W",5663.70483297768,-1.47366443673711,0.23796060704122,-6.19289240795152,5.9070053089692e-10,8.52393031541414e-09
"gene-YOR204W",11941.6018520885,1.38524908600278,0.223701897894194,6.1923886164702,5.92592245846713e-10,8.53170479979308e-09
"gene-YKL193C",7406.13446328078,-1.60248451212776,0.258994820871637,-6.18732261415368,6.11946458918862e-10,8.79028330282994e-09
"gene-YER006W",16831.2816825998,2.50529038744189,0.4059168451027,6.1719300828918,6.74613338953068e-10,9.66843571690465e-09
"gene-YDR461W",1519.57420534822,1.63211514084784,0.264570868436039,6.16891478073826,6.87602718655787e-10,9.83225111982629e-09
"gene-YNL093W",2202.35267536922,-2.06476002990072,0.334923416935314,-6.16487210358151,7.05401312780022e-10,1.00639381864046e-08
"gene-YMR062C",6489.80709694097,1.32692701064933,0.215417484417771,6.15979252675677,7.2840311129558e-10,1.03686456429569e-08
"gene-YDR358W",15126.3712541518,-1.46801237807476,0.238393462135717,-6.15793891712948,7.36977684064664e-10,1.04670749452968e-08
"gene-YDR044W",1397.92758538931,2.16988612710982,0.352564190940873,6.15458456322274,7.52745511918697e-10,1.06669959509198e-08
"gene-YLL018C-A",2760.8007263797,-1.75184873038846,0.284723924491103,-6.15279777953189,7.61278495327378e-10,1.07637268868485e-08
"gene-YBR059C",11455.4463458894,-1.39845352427011,0.227527797665141,-6.1462974573694,7.93124855214664e-10,1.11889157426928e-08
"gene-YBR079C",19197.9276303435,1.4283744377688,0.232586948246056,6.14124932005088,8.1874956477249e-10,1.14989638206132e-08
"gene-YKL143W",8836.01714395226,2.21899575386274,0.361314413116173,6.14145374031692,8.17696401829413e-10,1.14989638206132e-08
"gene-YER060W-A",1059.58843547819,1.5989542832976,0.260380735618604,6.14083173049977,8.20905078579131e-10,1.15036165011556e-08
"gene-YGR256W",4489.26415804276,-1.54868647996206,0.252220408832557,-6.14021080661317,8.24120400805961e-10,1.15230670675884e-08
"gene-YBL039W-B",565.040115789994,-2.28768939073961,0.372831023646847,-6.13599525158228,8.46276847606003e-10,1.18066854004501e-08
"gene-YJL133C-A",4060.05985431553,-2.51379330237235,0.410177661664016,-6.12854754735873,8.86849272716116e-10,1.23454117301276e-08
"gene-YBR005W",3371.4048710195,-1.40710461408325,0.230040770945886,-6.11676186050622,9.54959075543088e-10,1.32642553532483e-08
"gene-YLR273C",1750.15604273488,-1.76112139160182,0.288436191989024,-6.10575732350827,1.02314366793136e-09,1.4180096637308e-08
"gene-YFL023W",3073.17412763129,2.25315018330662,0.369331968673859,6.10060968022046,1.05664646980104e-09,1.46123084179065e-08
"gene-YJR121W",32438.1595678691,-1.70150910918845,0.279204954853387,-6.09412218376256,1.10039591689618e-09,1.51840189320511e-08
"gene-YCR009C",18021.1260793782,1.31955814108516,0.216880745057443,6.08425676855574,1.1703292060355e-09,1.60917334760686e-08
"gene-snR17b",1422.69826953367,2.2852800649786,0.375613512652024,6.08412633731771,1.17128221781089e-09,1.60917334760686e-08
"gene-YLR287C",2649.7295503701,1.93153341348324,0.317619289107664,6.08128498401275,1.19223167992571e-09,1.63439412469816e-08
"gene-YKL162C",1614.60881383208,-1.57024121541389,0.25854412382261,-6.0733974232238,1.25232006206618e-09,1.71304345149443e-08
"gene-YER001W",2831.05464481599,1.89800192861125,0.312745252225788,6.06884330010861,1.28834773193619e-09,1.75851099514926e-08
"gene-YPL226W",17073.380843096,2.17641780633836,0.359038048895528,6.06180267811017,1.3460429006104e-09,1.83329298731084e-08
"gene-YIL017C",9603.91982982743,-1.27744440226396,0.210765606457665,-6.06097182426463,1.35301534894414e-09,1.83881784276761e-08
"gene-YKL121W",3587.46581355792,-1.36456296348818,0.225174675076965,-6.06001968481479,1.36104890811946e-09,1.84575793862393e-08
"gene-YCR079W",3198.46822190233,-1.59243103413722,0.263870584282641,-6.03489410714878,1.59066961787693e-09,2.15252416530727e-08
"gene-YNL110C",3937.54260105154,1.93887048174342,0.321410846014301,6.03237415845375,1.61568152433824e-09,2.18168901337835e-08
"gene-YJL083W",3358.89722980799,1.34948532014222,0.223780115777763,6.03040764123296,1.63546616992345e-09,2.19898713593545e-08
"gene-YMR139W",7512.44531639899,-1.32982141983012,0.220516238125498,-6.03049204509514,1.63461217521269e-09,2.19898713593545e-08
"gene-YPR061C",2462.73915716762,-1.67541672904923,0.277983465584523,-6.02703734744184,1.66992425550872e-09,2.24054092664638e-08
"gene-YDL159W",1917.57447173922,-1.44036721484547,0.23903558034963,-6.02574400320944,1.68333446007655e-09,2.25373823890504e-08
"gene-YPR075C",7027.46419730798,-1.43461827770375,0.23832380989948,-6.01961792365119,1.74829250775804e-09,2.33574842244114e-08
"gene-YER061C",2482.86844168974,1.44549863388115,0.24039654973813,6.01297579127392,1.82148247093281e-09,2.42838656695608e-08
"gene-YBL028C",1310.82051697298,2.23210831503723,0.371383937433086,6.01024462841612,1.85243591346825e-09,2.46444322158877e-08
"gene-YHR175W",1943.67926019265,-1.57451344210303,0.262003576718466,-6.00951125104263,1.86083450461159e-09,2.47040471285909e-08
"gene-YKL015W",6502.63782308834,-1.36017236306743,0.226520173722486,-6.00464117926119,1.91755499371619e-09,2.5403575189862e-08
"gene-YMR112C",1227.66994247423,-1.53342867616649,0.255618153065631,-5.998903668523,1.98654156404401e-09,2.62623293561039e-08
"gene-YKL009W",2872.01962965644,2.60429750298893,0.434181487459913,5.99817720977653,1.99544696526979e-09,2.6324871470693e-08
"gene-YHR174W",275936.062160853,2.73891500256005,0.457362565715486,5.98849842088708,2.11787195057935e-09,2.7881629478817e-08
"gene-YOL100W",7550.29882451573,-1.30419418862946,0.217899754857977,-5.98529442807087,2.15998774252864e-09,2.837683896747e-08
"gene-YHR197W",3276.18288195993,1.95100375205484,0.326002670049664,5.98462506996527,2.16888877660628e-09,2.84345376824932e-08
"gene-YPL222W",11694.1612050667,-1.40831884676439,0.235460846544126,-5.98111689240218,2.21612761625975e-09,2.89935700168755e-08
"gene-YJL069C",1484.00660111833,2.2257891184111,0.372358284454454,5.9775469254622,2.26522688961291e-09,2.95745771550704e-08
"gene-YDR395W",7075.53752254971,1.76901329628263,0.296193713346316,5.97248765443669,2.33662833352202e-09,3.04437567586567e-08
"gene-YBR298C",18840.0702079504,-1.78316633225254,0.298939728052192,-5.96496940661301,2.44679881583542e-09,3.18134295518725e-08
"gene-YGR128C",4140.32027519027,2.17707748439961,0.365460273589547,5.95708382477902,2.56778553836883e-09,3.33178098867362e-08
"gene-YHR092C",19087.441044594,3.31148403340182,0.556543231036653,5.95009309022345,2.6799002434206e-09,3.47011312833887e-08
"gene-YER095W",9471.91895329197,-1.37091194580298,0.230756303332791,-5.94095123731415,2.8337290414786e-09,3.66178183105821e-08
"gene-YOL128C",1125.42557858033,1.87039927515016,0.31526442187269,5.93279528352699,2.97820101484501e-09,3.84060032711915e-08
"gene-YNL022C",3016.15388275621,1.72673188517825,0.291679454607301,5.91996404924375,3.22012001276558e-09,4.14409730622444e-08
"gene-YHR170W",12153.7420769985,2.00142045708269,0.338144231583922,5.91883660918218,3.2422686459848e-09,4.16410307160491e-08
"gene-YOL085C",405.363966517667,-2.33415397162648,0.394872714826584,-5.91115537737667,3.39716390833255e-09,4.35416983860671e-08
"gene-YER187W",1747.7598785921,1.67899838452224,0.28435750794664,5.90453333427477,3.53646363380783e-09,4.52351717541424e-08
"gene-YLR356W",1495.53641001751,-1.54934390885603,0.262809197579479,-5.8953184406245,3.7395949021667e-09,4.7736610228873e-08
"gene-YKL026C",7900.3770960845,-2.18985899684431,0.371595647081556,-5.89312338301877,3.78963223932551e-09,4.82776179821953e-08
"gene-YPL224C",5782.46906147836,-1.39630448698347,0.236982041456907,-5.89202657888898,3.81487796436688e-09,4.8501250893745e-08
"gene-YGL129C",2558.07880020444,-1.34669341111492,0.229561388257337,-5.86637596739609,4.45423182049964e-09,5.65158669216716e-08
"gene-YGL006W",22101.3223624703,-1.52187555894714,0.25975960271902,-5.85878459551441,4.6626701375602e-09,5.90417628262141e-08
"gene-YBL018C",936.312531385357,1.86012701055015,0.317566479673753,5.85744129059566,4.70052904537199e-09,5.94018760723763e-08
"gene-YML131W",10989.7233859181,-2.5586015354151,0.43734226781487,-5.85034130864793,4.90565309722705e-09,6.18700968622276e-08
"gene-YGR031W",2178.12957619513,-1.53769023971572,0.262957268358893,-5.84768106739318,4.98473113259198e-09,6.27419451539421e-08
"gene-YLR023C",4746.37989555291,-1.42338866809069,0.243508393238577,-5.84533719417272,5.05543161208946e-09,6.33788305086205e-08
"gene-YLR037C",413.676069853114,-2.16295276027963,0.370024928089052,-5.84542444599593,5.05278235513218e-09,6.33788305086205e-08
"gene-YDL008W",2386.4136805384,1.63057086248427,0.278968665587169,5.84499645883982,5.06579042635332e-09,6.33826873583017e-08
"gene-YNL247W",12237.2689834977,1.57125992570418,0.268916843852256,5.84292119153174,5.12932873607096e-09,6.40505881379475e-08
"gene-YGL252C",6179.96659927624,-1.28215208537317,0.219683143292276,-5.83636990147823,5.33503836573305e-09,6.6487652044096e-08
"gene-YLR345W",15922.782963036,-1.55437277321798,0.266649907803677,-5.82926424397042,5.56722877161713e-09,6.92444667333681e-08
"gene-YIL124W",10279.7016294786,-1.56681036037638,0.268902112487772,-5.82669412999733,5.65360937051103e-09,7.01804344300051e-08
"gene-YPL076W",2593.02642156305,1.74481339231515,0.299748587249208,5.82092282177974,5.85235909496778e-09,7.25048653297973e-08
"gene-YKL027W",6103.69379784425,1.51322855728903,0.260073880751727,5.81845648211632,5.93935178793943e-09,7.34383379896981e-08
"gene-YIL127C",2991.34575939086,1.89689307494741,0.326312312049775,5.81312137146104,6.13185688221098e-09,7.56702338536643e-08
"gene-YGL078C",9608.97281471939,2.18297095314177,0.375559051176015,5.81259044697786,6.15134280846958e-09,7.57624370121273e-08
"gene-YLR195C",7443.84114464832,1.4578003269433,0.251287990240088,5.80131316880872,6.57975814425988e-09,8.0881003621253e-08
"gene-YDR329C",12464.0945829239,-1.21864012301261,0.210132013386909,-5.79940249641434,6.65516205767485e-09,8.1648739174509e-08
"gene-YDR178W",4041.899499282,-1.53152967221489,0.264122875815524,-5.7985498888956,6.68908043851087e-09,8.19055169810671e-08
"gene-YBR247C",4449.63596524572,2.62494367973483,0.453078230891417,5.79357713693359,6.89028162718321e-09,8.42056510484832e-08
"gene-YOR054C",15217.2876086551,-1.24760337757408,0.215460845946011,-5.79039487242473,7.02211388381758e-09,8.56507739871444e-08
"gene-YDR436W",4118.23062665976,-1.36782828444004,0.236347841816547,-5.7873525475293,7.15044061496354e-09,8.70476419265638e-08
"gene-YPL188W",8126.15204021506,-1.58680784529403,0.274582865788228,-5.77897619627094,7.51565577770395e-09,9.1317389853952e-08
"gene-YML116W",2416.72702335086,1.32935048253414,0.230083511872018,5.77768685690775,7.5734592632734e-09,9.18427579119271e-08
"gene-YDR034W-B",615.092185206342,-3.05235792363715,0.529153181282647,-5.76838244879933,8.0036010194138e-09,9.68727601313309e-08
"gene-YBR151W",7577.67440243341,-1.39036691984924,0.24106953856583,-5.76749318109955,8.04593394918609e-09,9.71985813861446e-08
"gene-YIL134W",707.334587205912,1.89046723965831,0.328222770771225,5.75970775950821,8.4259690505979e-09,1.01594953791722e-07
"gene-YNL045W",12460.8286294906,-1.22928554365218,0.213602193825411,-5.75502302498327,8.66299864407724e-09,1.04253567651815e-07
"gene-YBR299W",588.922929809396,-1.9026183943551,0.330923678644706,-5.74941751568594,8.95514280808393e-09,1.07564058186242e-07
"gene-YLR075W",84939.734741196,1.47128859723698,0.25614098744412,5.74405764543234,9.24342971148049e-09,1.10815718176038e-07
"gene-YNR073C",301.943776985708,-2.22917053208468,0.388124096621579,-5.74344791134706,9.27679094816195e-09,1.11004637038158e-07
"gene-YOR047C",1505.49743088293,2.39440538542572,0.417027011996258,5.74160741762024,9.37820390620007e-09,1.1200559437973e-07
"gene-YHR052W",4036.5980356254,2.41940853823616,0.421852265196374,5.73520338242089,9.73954019371801e-09,1.16101210702431e-07
"gene-YHL010C",2356.83036061568,-1.52694309252238,0.266356871481118,-5.73269645356466,9.88464415235901e-09,1.17608615141087e-07
"gene-YLR244C",13523.4364776309,1.59652942484768,0.279041013834309,5.72148661198486,1.05595980361709e-08,1.25402684022775e-07
"gene-YIL019W",1847.07926417304,1.91610885713219,0.334923537992361,5.72103372793073,1.05877874539631e-08,1.25501104670472e-07
"gene-YMR104C",19390.4815026379,-1.61473066959321,0.282363636119343,-5.7186211786518,1.07391916580735e-08,1.27056927947114e-07
"gene-YLL008W",6357.31956607251,2.04285795589656,0.357293706497703,5.71758729231827,1.08047173764957e-08,1.27592786097719e-07
"gene-YAL061W",40148.9444341181,-1.40616458687546,0.246094268285614,-5.71392660491988,1.1039862851012e-08,1.29883162571794e-07
"gene-YFR016C",66111.0445275966,1.34101108444358,0.234685605499182,5.71407471536744,1.10302531248742e-08,1.29883162571794e-07
"gene-YFL056C",2942.24701634697,-1.47355742223698,0.258264105099271,-5.70562224150574,1.15918829155947e-08,1.36123675355196e-07
"gene-YPR024W",12679.3039223112,-1.2309155726414,0.215802320044929,-5.70390333331507,1.17094499238223e-08,1.37248682564356e-07
"gene-YBL038W",3366.03449449037,-1.44222503177339,0.252991870574837,-5.70067737155521,1.1933229525045e-08,1.39612143571306e-07
"gene-YLR152C",4847.01389036136,-1.25814434611068,0.220723358714948,-5.70009605433515,1.19739940374052e-08,1.39651345298008e-07
"gene-YOL071W",3325.54929648828,-1.42840338747313,0.250597166241581,-5.69999816397012,1.1980871837333e-08,1.39651345298008e-07
"gene-YLR380W",3190.02567414389,2.12259397974214,0.372455036665675,5.69892677179027,1.20563994774991e-08,1.4027242639319e-07
"gene-YIL104C",1942.85074579225,1.81215425511375,0.318047963308123,5.69773890788334,1.21406786201036e-08,1.4099285336717e-07
"gene-YEL011W",94490.280988382,-1.3266847989831,0.233069458541745,-5.69222929200513,1.2539130683708e-08,1.45352496491659e-07
"gene-YBR030W",3263.71721825003,1.5029870265187,0.264544982075135,5.68140440513753,1.33593176988705e-08,1.5457588515427e-07
"gene-YBR016W",3212.20827352143,-1.52299069390329,0.268438501134595,-5.67351809619761,1.39894315415746e-08,1.6157024780434e-07
"gene-YER003C",8360.70106051455,1.72036144438617,0.303508111199004,5.66825524889568,1.44258950666219e-08,1.66306570914292e-07
"gene-YJL079C",15801.8649751351,2.28289868436021,0.403008887123358,5.66463608446786,1.47336892714876e-08,1.69544971799271e-07
"gene-YDR060W",16751.6107857854,2.00748718588891,0.355397609186263,5.64856694023733,1.6179085180754e-08,1.85838453824836e-07
"gene-YER035W",6561.71645885222,-1.30742362970365,0.231623720955679,-5.6446016164028,1.6556417105464e-08,1.89826847758283e-07
"gene-YML093W",15036.6079310701,1.97710494251665,0.350689222567348,5.63776932761872,1.72267050543095e-08,1.97153542781262e-07
"gene-YMR299C",3239.27975617902,1.60013333209788,0.283913072951009,5.63599736872274,1.74048036357829e-08,1.98830963273998e-07
"gene-YLR306W",1111.62940725186,1.47172184820755,0.261158684748906,5.6353548020911,1.74698283738368e-08,1.99212907279231e-07
"gene-YBR297W",3891.13888197695,-1.49845823910809,0.265939989907365,-5.63457282084598,1.75492795079657e-08,1.99757683352404e-07
"gene-YDR216W",21917.127404286,-1.28029208809351,0.227416995169912,-5.62971156635395,1.80511230590341e-08,2.0509978740589e-07
"gene-YMR049C",8202.90142437075,2.09956991711322,0.373089644830615,5.62752128397033,1.8281761124164e-08,2.07346736778738e-07
"gene-YDL082W",17403.7816706961,1.56455045966442,0.278126877589379,5.62531199150876,1.85172988133025e-08,2.09641088539831e-07
"gene-YBR096W",5143.85470184523,1.32378500112107,0.235380216334366,5.62402831358005,1.86555052886056e-08,2.1082726944435e-07
"gene-YHR150W",3564.55988473958,-1.3731993459981,0.244223600303579,-5.62271354730324,1.87980969873601e-08,2.12058675496052e-07
"gene-YBR183W",10358.7475895484,-1.26108826614038,0.224601578468542,-5.61477917804128,1.9681342486302e-08,2.21625974497536e-07
"gene-YPL203W",7429.03242613447,-1.26645688858206,0.225632527415647,-5.61291806233712,1.98942817274079e-08,2.23624493000061e-07
"gene-YDR304C",20799.0864909585,1.36631483920662,0.243735134609431,5.60573608477107,2.07371743889781e-08,2.32684380243587e-07
"gene-YNR032W",4971.99714432642,-1.21544340410603,0.216916910452942,-5.60326717528881,2.10348604650968e-08,2.35605382047781e-07
"gene-YGL027C",19670.4236186544,1.62069418149282,0.289609914486989,5.59612810343076,2.19191768485563e-08,2.44814055853207e-07
"gene-YGR237C",10988.6801417659,-1.24690672917869,0.222820849032679,-5.59600564575454,2.19346561302033e-08,2.44814055853207e-07
"gene-YDR398W",5912.9449610429,2.0000800007216,0.357696572800937,5.59155483391974,2.25045198900907e-08,2.50288364068628e-07
"gene-YGL030W",37388.0541582913,1.43816868635111,0.257200696102362,5.59162050548548,2.24960080434186e-08,2.50288364068628e-07
"gene-YBR084W",27336.7916287904,2.04008684876386,0.365370685431875,5.58360845603264,2.35578752079653e-08,2.61542184967304e-07
"gene-YGL181W",6337.85231429426,-1.2458399074954,0.223178405017373,-5.5822601088955,2.37412952194918e-08,2.63115303434298e-07
"gene-YOL097C",11541.3363354201,1.4334501081316,0.256973994960705,5.5781913199069,2.43032274022569e-08,2.68870442102863e-07
"gene-YHR161C",13080.9604074919,-1.25954733660943,0.225974556955963,-5.57384580625544,2.49176301299304e-08,2.75184895970825e-07
"gene-YBL098W",5451.06701533922,1.64711828585904,0.295539071613867,5.57326744265836,2.50005318352653e-08,2.75617751316753e-07
"gene-YKL003C",853.509864163129,-1.65115824710811,0.296298483237464,-5.57261795290668,2.50939477416334e-08,2.76142440517035e-07
"gene-YOR346W",6195.78972925984,1.19791823258813,0.214976245221485,5.57232838146347,2.5135705813e-08,2.76142440517035e-07
"gene-YGR223C",7173.15844678453,-1.28407327730328,0.230687318779089,-5.56629330168309,2.60215113893327e-08,2.85376784036752e-07
"gene-YDR073W",5539.72210287344,-1.22551822122278,0.220345326266158,-5.56180719595775,2.66995179903281e-08,2.92304097998279e-07
"gene-YML056C",8553.54746937854,2.0514277853445,0.369025087099974,5.55904695115955,2.71251728088543e-08,2.9633936940382e-07
"gene-YNR053C",4546.1139187314,2.15415502224549,0.387520927569551,5.55880952225184,2.71620925333663e-08,2.9633936940382e-07
"gene-YGR240C-A",587.654772357363,1.7545030059141,0.315691606172437,5.55764857731363,2.73433204330594e-08,2.9780134482016e-07
"gene-YKR052C",3709.26530431454,-1.2679600159395,0.228747342322177,-5.54305900592129,2.97232643436208e-08,3.23163629225643e-07
"gene-YHR005C",16064.4911396172,1.62167674803919,0.292688465353984,5.54062404228297,3.01395659066697e-08,3.2712582204382e-07
"gene-YJL010C",3889.86634319356,2.17306237885935,0.392376604786767,5.53820577564831,3.05586090858715e-08,3.31104104631453e-07
"gene-YDL067C",4007.54912294465,-1.27626302976814,0.230506110605685,-5.53678610260956,3.08072408463255e-08,3.32434091580993e-07
"gene-YGR178C",14984.6836431982,-1.2144602707916,0.219356622013109,-5.5364650478572,3.08637396593333e-08,3.32434091580993e-07
"gene-YPL217C",17447.9836824109,1.80863060063751,0.326657782702187,5.53677486474104,3.08092167766478e-08,3.32434091580993e-07
"gene-YPR112C",6852.62694494968,2.1112057142901,0.381338515187538,5.53630338978959,3.08922260809486e-08,3.32434091580993e-07
"gene-YPL271W",5740.51384861423,-1.79894705806338,0.324983976405604,-5.5354946356437,3.10351233602937e-08,3.33402875485541e-07
"gene-YPL057C",10440.7445033902,-1.50693155560448,0.272470600904479,-5.53062073707089,3.19099574540351e-08,3.42218013103988e-07
"gene-YGR129W",2365.26856302932,1.62649257113886,0.294108077858691,5.53025467025879,3.19766214246921e-08,3.42350721059607e-07
"gene-YKR063C",2628.63219852811,1.45943020792567,0.263929921558324,5.52961255513868,3.20938826845354e-08,3.43023769845221e-07
"gene-YPR155C",6882.24116555434,-1.23304767024162,0.223271016619463,-5.52264995659152,3.33924587103526e-08,3.56299229488128e-07
"gene-YHR084W",3404.79512037479,1.31848122734264,0.238939876239024,5.51804599590441,3.42789724089987e-08,3.65140540559368e-07
"gene-YPL264C",1183.73282795776,-1.66281155397695,0.301533105644253,-5.51452402025378,3.49725143020555e-08,3.71899958159801e-07
"gene-YPL126W",5483.61704749198,2.06123350838569,0.374136520730823,5.50930848546772,3.60246096525479e-08,3.82443078230585e-07
"gene-YBL080C",1853.81904893087,-1.37216122719985,0.249411692823308,-5.5015914116422,3.76378384248232e-08,3.98897830431824e-07
"gene-YLR079W",6539.65284941135,-1.49193754229479,0.271460163930587,-5.49597230286902,3.88563496201293e-08,4.11121041450563e-07
"gene-YJL066C",4251.1604416416,-1.29802351270957,0.236292654644217,-5.49328761261745,3.94519496930651e-08,4.16723609320717e-07
"gene-YHR132W-A",4854.13623491562,-1.61432425320995,0.294103382457339,-5.4889686739462,4.04287309097416e-08,4.25615320729266e-07
"gene-YPR174C",2295.10537432721,1.48028613994352,0.269679858042711,5.48904968538318,4.04101952085224e-08,4.25615320729266e-07
"gene-YDR003W",6029.23374177927,-1.65539893910482,0.301666290459622,-5.48751713883124,4.07622478426549e-08,4.28411224826303e-07
"gene-YLR417W",7494.28838845437,-1.48257718715106,0.270694302585897,-5.47694270986958,4.32737243329639e-08,4.54050092585142e-07
"gene-YDR494W",4811.56724162537,-1.36872066277277,0.249975065863581,-5.47542875144084,4.36453547549751e-08,4.57188716087829e-07
"gene-YBR072W",4925.14861313344,1.22998808121298,0.224925960170189,5.46841316263502,4.54082433713257e-08,4.74866306301127e-07
"gene-YNL132W",3593.43240122765,2.02506794669614,0.37073361324506,5.46232624813964,4.6993540841385e-08,4.90631239314195e-07
"gene-YBR039W",6464.96862580604,-1.61148960406417,0.295188462586262,-5.45918898708058,4.78314415180932e-08,4.98553835062968e-07
"gene-YOL002C",5339.22778910607,1.61072019208891,0.295168670613785,5.45694835681415,4.84387160031037e-08,5.04050401180812e-07
"gene-YIL153W",2966.03536016641,-1.6708812709414,0.306432031868666,-5.45269781606095,4.96113348880869e-08,5.15402105114129e-07
"gene-YLR182W",8034.11742099906,-1.21332715236506,0.222614226088719,-5.45035765989865,5.02686222853719e-08,5.21371598900584e-07
"gene-YML101C",1331.74040892547,-1.48969781448994,0.273700483258466,-5.44280301136028,5.2448637310396e-08,5.42198535867799e-07
"gene-YOR107W",1734.67408671911,-1.55716536840693,0.28609147540639,-5.44289327808524,5.24220564838337e-08,5.42198535867799e-07
"gene-YLR228C",5691.67016558106,-1.40640145944474,0.258476652495289,-5.44111603840263,5.29478099044265e-08,5.4646299387449e-07
"gene-YNL173C",25994.2424459843,-1.41428857866768,0.260185472048504,-5.43569388226267,5.45835960348683e-08,5.62425092476927e-07
"gene-YKR061W",2936.36279508971,1.50902003093255,0.27768300359979,5.43432623304311,5.50038683678533e-08,5.65830985200135e-07
"gene-YNL075W",2679.26494924417,1.88468171280779,0.347000933629475,5.43134478946457,5.59309501695734e-08,5.74430898647117e-07
"gene-snR191",634.944814702418,2.47755553286399,0.456601976119894,5.42607273388901,5.76074917803087e-08,5.90687549864433e-07
"gene-YPL219W",2711.88523081215,-1.39663992427915,0.257437188520009,-5.42516771686465,5.79001473875467e-08,5.92724560756282e-07
"gene-YOL092W",3489.54647607896,1.64092988642315,0.302702110393994,5.42093969641416,5.92865585601646e-08,6.05933611475523e-07
"gene-YNR045W",5183.320595549,-1.18231352753355,0.218186985194872,-5.41880867219267,5.99974818161692e-08,6.12207314454309e-07
"gene-YPR025C",4869.46570346884,-1.5347331746958,0.283626513540853,-5.41110616047796,6.26366235892725e-08,6.38104278439342e-07
"gene-YDR098C",8050.64634121425,1.17862914998276,0.218065045542564,5.40494303912961,6.48289915836263e-08,6.5937358213927e-07
"gene-YCR087C-A",2291.25372994028,1.76568015727826,0.326793524093735,5.40304512512864,6.55189684611446e-08,6.65318220798676e-07
"gene-YJR030C",2781.5723411359,1.27028907955674,0.235166396651446,5.40166068640968,6.60267559730476e-08,6.69396661038646e-07
"gene-YPL043W",11153.3435005055,1.95912251118895,0.362739286704826,5.40091074497581,6.63034109860554e-08,6.71122487444728e-07
"gene-YKL029C",2810.04772825374,2.06588200601177,0.382712837547042,5.39799505878304,6.73897230705764e-08,6.8102498987669e-07
"gene-YDR091C",6443.73327334838,1.74275146366699,0.322988977195475,5.39569950281078,6.82571015681244e-08,6.88686851981748e-07
"gene-YJL191W",2534.83459804993,1.45773976073827,0.270378812954317,5.39147185687427,6.98829051470866e-08,7.02841467077397e-07
"gene-YOL058W",5415.58539821498,1.74503108273327,0.323659379845137,5.3915665400095,6.98460860931847e-08,7.02841467077397e-07
"gene-YGL258W",221.128120909493,2.24885122879704,0.417213410208119,5.3901700515217,7.03910432259639e-08,7.06824711119313e-07
"gene-YCR063W",424.93485633757,1.87112127396801,0.347530166849836,5.38405425614894,7.2826535799836e-08,7.30117861293746e-07
"gene-YIR026C",2928.03230275527,2.10205934418336,0.390537225054034,5.38248138546209,7.34659762938548e-08,7.35359438903251e-07
"gene-tS(UGA)P",231.038641013655,-3.72996598270365,0.693028977479536,-5.38212124443785,7.36131526137013e-08,7.35664881746435e-07
"gene-YJL050W",14038.0429775934,2.36492226433209,0.439859968341653,5.37653443037394,7.593318405183e-08,7.5764977631462e-07
"gene-YGL003C",4863.46221419808,-1.17310062608936,0.218348440839097,-5.37260821090006,7.76058281607453e-08,7.7264082421359e-07
"gene-YPR028W",20552.2072472668,1.1922013879351,0.221910829448514,5.372434463419,7.76806664369515e-08,7.7264082421359e-07
"gene-YGR066C",1200.34782110366,-1.40671706620541,0.261999231778753,-5.3691648508089,7.9102089661037e-08,7.8553980693307e-07
"gene-YNL178W",98610.6981303832,1.40388372605374,0.261579509371685,5.3669483876083,8.00799599351688e-08,7.940003574704e-07
"gene-YML127W",7198.64740274197,-1.47176368656945,0.274291702221823,-5.36568796885884,8.06412483803316e-08,7.98310380355371e-07
"gene-YPL230W",6894.23567552791,-1.43419117152029,0.267474130981131,-5.36198086244633,8.23142625931291e-08,8.13595203624251e-07
"gene-YDR251W",13011.4427632974,-1.14741065215902,0.214318206616436,-5.35377124638101,8.61397476144362e-08,8.5007394124669e-07
"gene-YBR147W",2040.88161385939,-2.11923236581288,0.395860918100852,-5.35347711509366,8.62799517671401e-08,8.50127149755602e-07
"gene-YLR342W",50575.4517689105,1.26721075053963,0.237074725044208,5.3451954876393,9.03195215218559e-08,8.8854118988584e-07
"gene-YML124C",7074.28295043367,1.33934152549068,0.250658817800254,5.34328509662875,9.12770298932848e-08,8.96562228204134e-07
"gene-YBR142W",6752.67231437792,2.00431403573557,0.375773991535029,5.33382852695043,9.61633376544894e-08,9.43088658241385e-07
"gene-YMR281W",2612.62651188221,-1.23804589097562,0.23227899892984,-5.32999494865902,9.82154983961434e-08,9.61718839885218e-07
"gene-YNL117W",3367.4334071211,-1.34739669026812,0.252824058315598,-5.3293847873693,9.85460113712111e-08,9.63459143731562e-07
