"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-YOR134W",7386.39541000939,-2.65662448164843,0.246506685118872,-10.7770889879409,4.41641448382091e-27,3.09443441499718e-25
"gene-YOR374W",109624.718372615,-2.97434221483875,0.27667433601066,-10.7503365065423,5.90458082144738e-27,4.09167985275244e-25
"gene-YEL070W",817.611009846278,-3.2775672960517,0.30524925839197,-10.7373472856828,6.79693308572156e-27,4.65885435201741e-25
"gene-YDL208W",9954.09183042272,2.44443684233442,0.227839028485029,10.728788911137,7.45670192930394e-27,5.0561249856119e-25
"gene-YDR070C",41209.9532368322,-3.76459205272647,0.350988634194741,-10.7256807940901,7.71170749580326e-27,5.17340717750376e-25
"gene-YDR449C",4186.35085141693,3.16944833058569,0.295854409336789,10.7128649449254,8.85774168357435e-27,5.87967569017051e-25
"gene-YMR128W",20515.1989855819,2.99582125782701,0.280410896767635,10.6836834529634,1.21358686961257e-26,7.97174874976755e-25
"gene-YLR267W",12513.7774107307,-3.33630438497739,0.312838622360057,-10.6646179420184,1.49010195802941e-26,9.68719891477679e-25
"gene-YDL153C",31786.4280389751,2.86109202161541,0.268431482372914,10.658556128825,1.59047397655596e-26,1.02342131593489e-24
"gene-YLL061W",6125.80591936517,-3.51190668406433,0.329761827510452,-10.6498278183912,1.74687864792243e-26,1.11270876300998e-24
"gene-YLR058C",53861.4991070987,3.76003028584231,0.354639227872247,10.6024094074466,2.90400528848222e-26,1.83126573491689e-24
"gene-YNL227C",8676.48669045971,2.5780194212611,0.244003849719378,10.5654866684522,4.30728665002546e-26,2.67716421942029e-24
"gene-YPL146C",25501.7408777077,3.10836261864782,0.294213604691946,10.5649860138263,4.33033222931922e-26,2.67716421942029e-24
"gene-YLR175W",50925.8190709292,2.19369203961113,0.208597008351303,10.5164117977986,7.2585440519992e-26,4.44392027105893e-24
"gene-YOR252W",4348.70035653492,2.57805224933449,0.246063872347533,10.4771668621606,1.09989396310151e-25,6.66916474165204e-24
"gene-YBR132C",5765.29633732253,-2.28339669983066,0.220367093029698,-10.3617861833978,3.69987309167302e-25,2.22203806819905e-23
"gene-YGR208W",2642.88786631592,2.98006813397836,0.288749867191283,10.3205870290642,5.68743529594945e-25,3.38348745059031e-23
"gene-YPL116W",4155.27966027292,-2.29742331804196,0.222669060030567,-10.3176584916044,5.86356655953906e-25,3.45566829200498e-23
"gene-YOR324C",5147.84482647771,-2.67490612760338,0.261487009588463,-10.2295947007587,1.46129657710034e-24,8.53234834740251e-23
"gene-YKL093W",13139.7667324681,-2.61551606415976,0.258412440007079,-10.1214789198543,4.4366048181594e-24,2.56671834709295e-22
"gene-YJR148W",13999.4488419465,-2.65593962843548,0.262980982638166,-10.0993600441815,5.56038525958038e-24,3.18761722244672e-22
"gene-YPL054W",4883.43696675585,-3.16385035018979,0.313958049770809,-10.077302851446,6.96106917781391e-24,3.95463984101752e-22
"gene-YGL157W",6760.04056584571,3.60724755238682,0.358479868937836,10.0626223812092,8.08164373285885e-24,4.55025405173285e-22
"gene-YGR234W",21126.1244331051,2.75665431261667,0.274615136753965,10.0382460530077,1.03498038109378e-23,5.77574007360832e-22
"gene-YOR239W",47546.1444647152,2.14956427678148,0.215157861024563,9.99063788116061,1.67500358800668e-23,9.26541458418432e-22
"gene-YMR269W",4103.22516232437,2.96546646020676,0.297225069817477,9.97717474514458,1.91851737732533e-23,1.05201483316639e-21
"gene-YMR306W",2796.32171842578,2.43139095279103,0.244559475785928,9.94192085576483,2.7350157045625e-23,1.48681112353199e-21
"gene-YNL145W",8694.76855639266,2.61824894249697,0.264650673848677,9.89322605690414,4.45437282404758e-23,2.40079273747385e-21
"gene-YDR299W",5161.42686746221,3.03020072263749,0.306434433983413,9.88857773993346,4.66609776616239e-23,2.49359428079831e-21
"gene-YBR285W",5802.20561277184,-3.15972431852792,0.320133023486457,-9.87003553746647,5.61447159213775e-23,2.97519813949753e-21
"gene-YMR300C",7465.77800108156,3.600310223121,0.365266721036214,9.8566609432893,6.41471906409016e-23,3.37093486817938e-21
"gene-YDR223W",4532.89993580035,-2.7653567671559,0.281071717542502,-9.83861624831655,7.67592838951646e-23,4.0003640020075e-21
"gene-YOR173W",24559.6812620418,-2.50280123311638,0.254678589883776,-9.82729342996029,8.58962306489049e-23,4.43984943009831e-21
"gene-YIR017C",4130.87647561248,-2.98523694891655,0.304325410723351,-9.80935815323782,1.02619193001165e-22,5.2611108216695e-21
"gene-YGL237C",1797.32297362825,-2.3518288108618,0.242527713706765,-9.69715491444969,3.10022907077444e-22,1.57661649357287e-20
"gene-YKR039W",14751.1193606044,-3.79091675554143,0.392126063913086,-9.66759699090464,4.13984267389178e-22,2.08846783212492e-20
"gene-YGR280C",9714.44800407133,2.61929366582783,0.27162049821586,9.64321059357694,5.25191350067302e-22,2.62845766152731e-20
"gene-YCR016W",6733.69879555215,2.53749864976143,0.263479125873606,9.63073883499484,5.93015403217918e-22,2.94453160054503e-20
"gene-YGR103W",28818.6863126131,2.77185964244918,0.288030174945839,9.62350435321714,6.36257702297739e-22,3.1345633364762e-20
"gene-YJL052W",109113.874440294,2.71638408209539,0.282479714665817,9.61620938094253,6.83019233496259e-22,3.33885216002125e-20
"gene-YCR005C",54183.2386391079,-2.44436363738147,0.255967163175401,-9.54952036447921,1.30298120911002e-21,6.27221336232658e-20
"gene-YPR018W",6621.94182225708,2.16692610956365,0.226907542702182,9.54981964794254,1.29922265925455e-21,6.27221336232658e-20
"gene-YPR151C",4415.35217185455,-3.06177361966148,0.32219557709979,-9.50284186773052,2.04238907984727e-21,9.75704964963401e-20
"gene-YGR271C-A",4673.64811936087,2.96886067352424,0.314006400064436,9.45477758706513,3.23709417852457e-21,1.53482074359218e-19
"gene-YPL111W",3799.28349383261,-2.57455154573394,0.274785352435852,-9.36931871699734,7.30022055243359e-21,3.43546200027211e-19
"gene-YGL209W",5859.69538203827,2.20181821167178,0.235055855017534,9.36721279079622,7.44731360340413e-21,3.47872293207899e-19
"gene-YGR285C",21675.4235611908,2.0942255846613,0.223682105943101,9.36250835010474,7.78657662757623e-21,3.61045236863939e-19
"gene-YFL030W",2635.27065616764,-2.34253458864337,0.25121444424796,-9.32484035962193,1.11150791507269e-20,5.11618168791853e-19
"gene-YKL060C",967073.791066081,2.75795601557621,0.296244653392467,9.30972418908927,1.28164728696097e-20,5.85657086346079e-19
"gene-YMR175W",3106.5056598861,-2.30744445092718,0.248352859451376,-9.29099208289547,1.52856827713847e-20,6.93464140693181e-19
"gene-YBR238C",1540.47794957032,3.82998444121812,0.41248033609141,9.28525339537486,1.61322851379049e-20,7.2664421485449e-19
"gene-YOR326W",69626.6518809686,1.99496662861304,0.215159754771993,9.27202501567789,1.82644811066929e-20,8.16849772048266e-19
"gene-YOR308C",7048.79799013246,2.20440126292605,0.239654546474654,9.19824512137593,3.63843013979556e-20,1.61577045503879e-18
"gene-YDR142C",2230.1643592764,-2.15110668696208,0.234796377587976,-9.16158379043167,5.11411436118245e-20,2.25521714416899e-18
"gene-YMR169C",21253.6256330308,-2.25272002125176,0.245941376278757,-9.15958126012302,5.20990833657043e-20,2.2815056923898e-18
"gene-YKR059W",10750.2303917753,2.25513521400997,0.247648170971354,9.10620581272465,8.53134014460651e-20,3.71025041047508e-18
"gene-YGR035C",2418.84989802931,3.40992203034209,0.374952869055355,9.09426840480763,9.52253933054361e-20,4.11295431632932e-18
"gene-YIL135C",5913.95773609993,-1.98394664991501,0.218266158984471,-9.08957512765947,9.94268263083004e-20,4.26520793673566e-18
"gene-YOR388C",1695.12220191696,-6.28912387435121,0.694061901099929,-9.06132992516141,1.28869577271795e-19,5.49088888024284e-18
"gene-YLR063W",1158.95384104844,2.55454565508196,0.28252924539184,9.04170345812894,1.54249049901687e-19,6.52815106496669e-18
"gene-YGR243W",15892.2398233392,-2.95574597338968,0.32699872106074,-9.03901386464641,1.58091508227622e-19,6.64616700588925e-18
"gene-YAR035W",3877.42310447404,-3.07663701552073,0.341135372358495,-9.0188155929123,1.90133751483912e-19,7.94028766130829e-18
"gene-YHL021C",58889.4535105746,-2.20369515684288,0.244500139299097,-9.01306299113024,2.00380112300481e-19,8.31313808004497e-18
"gene-snR30",8037.86391372123,1.90307923322378,0.21180552199247,8.98503124621762,2.58660791852922e-19,1.06608820485263e-17
"gene-YIL047C",11579.5285738879,1.98797304795387,0.222825534284269,8.92165727029165,4.59361885665394e-19,1.88099743571816e-17
"gene-YER126C",3908.84400045022,3.19397443692251,0.35877196591425,8.90251953990716,5.45930623374406e-19,2.22105710387032e-17
"gene-YNL009W",6340.57626399501,-3.66099593095523,0.412372520420754,-8.87788528493564,6.81434618304802e-19,2.75456839937826e-17
"gene-YAL038W",401909.973830242,2.72478606887071,0.308487474654533,8.83272836902736,1.02152880857995e-18,4.10303227191412e-17
"gene-YLR149C",18956.5055293533,-2.42826563020166,0.275052755976986,-8.8283632046386,1.06218649230537e-18,4.23933419017572e-17
"gene-YLR284C",13386.0480595563,-3.55730424273268,0.403545170205603,-8.81513274194376,1.19543340133666e-18,4.74113398039557e-17
"gene-YEL065W",4459.59753817382,-2.09391309768231,0.238502155898179,-8.77943048270073,1.64304508810339e-18,6.43543001588818e-17
"gene-YPL009C",43465.5354883463,2.07750800332358,0.236625876269939,8.77971604827189,1.63887889117201e-18,6.43543001588818e-17
"gene-YJL148W",3459.21557467379,2.25600593928518,0.257063826179662,8.77605368601513,1.69311027714459e-18,6.59058852325544e-17
"gene-YNL100W",5597.17025924161,-2.29872804231705,0.26215958330659,-8.76843033286613,1.8117421998757e-18,7.00910816712649e-17
"gene-YNL141W",8278.11044115381,2.31320191101157,0.264189029592996,8.75585907020907,2.02554686507046e-18,7.78847471410631e-17
"gene-YDR208W",5707.94746655506,-1.94215497673249,0.222124973874467,-8.74352371485295,2.25950428504821e-18,8.63541455849334e-17
"gene-YMR250W",21216.4595557207,-2.04736421528393,0.234177676129026,-8.74278133222178,2.27440625678433e-18,8.64000352727829e-17
"gene-YHR146W",37978.8949716439,1.95851805355219,0.224307820837547,8.73138549623121,2.51571631768566e-18,9.49946532893758e-17
"gene-YPL058C",3850.97750268976,2.41714585012809,0.276930458138216,8.72834958775712,2.58415828995304e-18,9.69982272407374e-17
"gene-YDR083W",8697.63439765023,2.65617868129948,0.304489746703118,8.72337643569093,2.70026723840594e-18,1.00756717191644e-16
"gene-YPL276W",731.855027226547,-6.61452136065042,0.760141545816128,-8.7016969366524,3.2695778229219e-18,1.21282104419679e-16
"gene-YGL080W",8369.43748119034,-3.11687339708418,0.358575314300348,-8.69238141271888,3.54920221014207e-18,1.30884614837169e-16
"gene-YKL166C",3490.14497292016,2.2982480205271,0.264619695508605,8.68509812207975,3.78415588474214e-18,1.38737715169674e-16
"gene-YNL277W",2943.140840542,-2.07491917872954,0.238996627614624,-8.68179270744899,3.89578969655853e-18,1.42004912291897e-16
"gene-YHR066W",4271.22041423932,2.97767883172299,0.343201548008219,8.67618123812098,4.09279743232679e-18,1.4832862418536e-16
"gene-YGL146C",3077.3637586073,-2.15120975991044,0.248892625516983,-8.64312373836749,5.46966278326403e-18,1.97095391492931e-16
"gene-YNL175C",15506.731420409,2.89569409020604,0.335215243201475,8.63831269291545,5.70492956946472e-18,2.04405033324116e-16
"gene-YBR159W",12542.681610867,2.27764892290509,0.264868232724037,8.59917740787793,8.02894913321025e-18,2.86048323356067e-16
"gene-YDL174C",29575.5885422621,-2.03634107891134,0.237062151184023,-8.58990382370489,8.70421545034841e-18,3.08363947358972e-16
"gene-YBL015W",15971.0653374876,-2.78889767187441,0.324757810365312,-8.5876230928434,8.87869772636722e-18,3.1278808861716e-16
"gene-YPR036W-A",67585.5208790135,-2.25416526539544,0.263847129020418,-8.54345193659848,1.3027071222508e-17,4.56381728495198e-16
"gene-YNR051C",19989.1155131118,2.02440165248933,0.236995057080122,8.54195727721414,1.31967223886619e-17,4.59770891618244e-16
"gene-YIL136W",98231.6460658424,-2.23875989360925,0.262402357709664,-8.53178269109277,1.44109565446197e-17,4.96587387816239e-16
"gene-YKL152C",507307.398272925,2.4858238073168,0.291358820364179,8.53182959832717,1.44051132258455e-17,4.96587387816239e-16
"gene-YDL039C",1939.85100176917,2.15327442911948,0.252924494104328,8.51350691337661,1.68750429555029e-17,5.78337069985878e-16
"gene-YLL062C",2156.28963914595,-3.25159193850327,0.381979528040917,-8.5124769779677,1.70256574622556e-17,5.80344843010722e-16
"gene-YGR161W-C",3571.00946589605,-2.01013310340566,0.23696970784656,-8.48265848691189,2.20105989530856e-17,7.4623030644171e-16
"gene-YLR449W",21511.5767349588,2.02035826405445,0.238268014350248,8.47935158046256,2.26452419260075e-17,7.63641152863119e-16
"gene-YIR016W",11405.8324139441,-1.8525696545443,0.218731815857533,-8.46959390558407,2.46250026157682e-17,8.2598546007997e-16
"gene-YGR279C",36009.8750969733,2.3089351438152,0.273019912719287,8.45702103124322,2.74294463244663e-17,9.15185653556004e-16
"gene-YDR380W",6019.04530484123,-2.46433583053409,0.29179910845825,-8.44531651777367,3.03222746835531e-17,1.00638033765519e-15
"gene-YPR143W",19633.168663055,2.83258630509297,0.335645997375449,8.43920775829922,3.19495760188719e-17,1.05483783442411e-15
"gene-YNL125C",6251.61975264325,-2.49030803183729,0.295516124777214,-8.42697850655257,3.54704977371322e-17,1.16498416005394e-15
"gene-YOL124C",5312.36011413432,3.25593534850305,0.386528323739668,8.42353625473502,3.65287984119489e-17,1.1935264393044e-15
"gene-YKR067W",15980.2378154457,-2.55597106922608,0.303807034615834,-8.41313984864809,3.99178566550809e-17,1.29753610343784e-15
"gene-YGL186C",12315.8973633577,1.92317115723553,0.228786593882388,8.40596087646715,4.24372605596282e-17,1.37235571840521e-15
"gene-YGL184C",3572.92385853203,-2.41549495112557,0.288104537924992,-8.38409199842054,5.11188026455402e-17,1.64466923205498e-15
"gene-YPL198W",7588.572683666,2.81607799752414,0.336071369733912,8.37940464775028,5.31960912733062e-17,1.70281498258614e-15
"gene-YFL014W",226804.281267738,-3.30993358323812,0.39518436308531,-8.37566941514738,5.49108493316413e-17,1.74882735295621e-15
"gene-YPR184W",32335.6201032774,-2.22695469577996,0.266025619212867,-8.37120388017215,5.70325348810584e-17,1.80727218572841e-15
"gene-YOL126C",13218.6563100555,-2.18146836256669,0.261881914523711,-8.32996950757046,8.08631795422135e-17,2.54961605096599e-15
"gene-YFL055W",2664.80566017659,-2.03862465498238,0.244842673861228,-8.32626364854124,8.34338747663709e-17,2.61758216058077e-15
"gene-YJR009C",108668.911657615,3.46697833584489,0.417367989050187,8.30676627533119,9.83453888366787e-17,3.07012882180246e-15
"gene-YJR096W",23753.0352170831,-2.12892487181852,0.256714575187346,-8.29296455125256,1.10460268014636e-16,3.43134211872065e-15
"gene-YER063W",7495.15183003205,-1.80536880059327,0.218473933751003,-8.26354325020239,1.41410932419217e-16,4.37126146978226e-15
"gene-YKL171W",7255.72129126234,-1.81997237634236,0.22026832467548,-8.2625242600075,1.42623738398309e-16,4.38724533824261e-15
"gene-YGL062W",22058.3879341482,-1.7454639266109,0.211788079454499,-8.2415588786049,1.69981248573015e-16,5.20340657039529e-15
"gene-YPL156C",4116.8894025841,-2.07301211991463,0.251570001702034,-8.24029934367915,1.71780329078542e-16,5.23307611192892e-15
"gene-YBR296C",1805.41693496302,-2.40910181406832,0.292709775594519,-8.23034286837613,1.86678333762425e-16,5.65958448416275e-15
"gene-YBR050C",13284.9194521278,-2.70776519008739,0.329027491656084,-8.22960165565034,1.87837032082945e-16,5.66746566657918e-15
"gene-YFL053W",1142.62438566416,-2.20862817174701,0.270298175707423,-8.17108057043523,3.05639422837766e-16,9.17791524007121e-15
"gene-YPL201C",16395.9428726482,-3.60249933939659,0.441144597072386,-8.1662551537619,3.18110081487126e-16,9.50711930738301e-15
"gene-YNL002C",12700.4133456059,2.23104269990559,0.273553539651896,8.15578077602158,3.46931242131868e-16,1.03195679852998e-14
"gene-YFR017C",8269.93369472932,-1.92920509361053,0.236794681847587,-8.14716394201904,3.72558445789116e-16,1.10298289161792e-14
